bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
address-8d39e2d2,docs/08ed4dcb.bin,ec64f37e-df53-442f-b85b-c86fb1e3435b,1790474,8fd6308e02fa4d4797e2506bbecbc700,2025-01-13T23:06:36.461509,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""b88d18c91d484f94be441ef5dd0341e3""}",False
bank-489a5198,images/319ac70b.bin,3535b02c-831a-4975-8b41-b8de98c6e5ea,2618975,ccb4f4bd9a4f42628772803d9e9cba38,2025-05-24T23:06:36.461611,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""007f58ad8afb45dbab81124e9a1779d0""}",True
from-04236417,images/069d3a09.bin,0e300849-d3bc-441a-8722-254f95e0a0d2,4363524,7edead04cec24f68a808c2fb33bfdc5b,2025-06-27T23:06:36.461665,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""8a9fbbed01314478a887454188e45ef2""}",True
note-ab546260,images/90bc80cf.bin,002622b5-2a36-4fcb-89ea-7ea6d53fec46,1367740,6f778821cdc140c29994f86c21298e18,2024-12-20T23:06:36.461717,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""c23f514f73764bd0aa34457ea3d893ec""}",True
same-c8d61def,docs/912c95ff.bin,db15e1b2-091e-4bfe-ae05-ea00429b381e,4650016,2e6cd94862894452a5d852a31679d1a9,2025-07-23T23:06:36.461759,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""1979cf3faea84eae9b55bed60058b0ee""}",False
piece-24ca826d,docs/c54882fd.bin,b8828697-85e5-4747-8c22-7b1d1fbe7de9,2765636,fae7800d3b1d4bf4810520a4dd0083d3,2024-10-18T23:06:36.461832,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""96b011ed34b144979fb9d9b1cfff83e3""}",False
church-1583a306,logs/a462fec0.bin,97b745ec-7ca6-4c1a-a379-7d55f1da8bdd,771149,984f06387c224cb58684a4468d23890a,2024-09-19T23:06:36.461920,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""4a23dceb627e4c89b7849fb91908a437""}",True
hold-f65e36c2,docs/bc44afe6.bin,2a74ffed-6662-411d-a532-f68eb3272cf8,320821,8328d76f96154807b29df3352fe5b752,2024-09-15T23:06:36.461988,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""a71294b9510d4f439b20bb4fabec0988""}",True
significant-7ef37f37,images/7043e1a6.bin,d5b214d8-7f62-4d25-95f2-8740c3785c2b,26052,b5d94d0511ff4275a729c20857c019ba,2024-11-29T23:06:36.462077,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""89ed3bf35af64052a1874727d6018dbb""}",True
the-6b91eb39,logs/230ab97b.bin,a995f7bc-2b71-4783-954c-4d94e2351014,1094610,6f8f6d8cdd744891855a9f5d3ea2e3d3,2024-10-05T23:06:36.462119,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""138b1c40a9b14d479eaf789eb10fcf40""}",True
cause-5a3c8e2f,docs/03aad96c.bin,61b201f3-ba8d-40fd-862e-c3539cffa91f,1977282,292db18f516643d3a2659ec810260f24,2024-10-28T23:06:36.462157,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""e14296ef72154db8a768d9c65bb99d5f""}",True
miss-96adb0f7,docs/0e21fb15.bin,2fb6ad72-95f3-4686-b8eb-28375c657e22,4396739,a468b9eb113746e3b661274fd093ef09,2024-09-18T23:06:36.462195,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""d2adb415001a47c8aae29e98b39ac327""}",False
television-6ab1c9ac,images/2c0c8c0f.bin,1e6940b8-1220-4c46-b99f-91a1be74c279,1825985,7ea786bb265040cd849fdf112b46587e,2025-01-14T23:06:36.462239,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""fad1773363e345c7ba2edb13ad6196f2""}",False
apply-8ccdf950,logs/cd41d7ba.bin,3ea1030b-901a-4b6d-a43c-992e3769a15a,4312033,fb2cdfe7397b48b59ee4a20a6cdbec16,2025-05-20T23:06:36.462304,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""8bcb420f6f604a61960041f6adf55267""}",False
happy-c050dda8,docs/880f6970.bin,dd39e71e-5035-46d3-bb01-4e2c1976ab70,2943000,c73c61bc714e4dae80f6b4968ead2e66,2025-02-26T23:06:36.462362,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""80d0c38f94b94fe3b92f56eeeb5f88ba""}",False
what-80706b79,images/177c234a.bin,6bad21a3-558d-46bd-b390-11cbe473fe7d,2043478,786fd53068864f26b5d9027d51ddb545,2025-06-07T23:06:36.462426,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""170c0d61a7f24fa3991c61d327a5632e""}",True
task-491cb804,images/97e621e8.bin,1dcaadeb-b53c-4ddd-8e38-cb61b6de0a26,2219838,4c731a33688f4e82b7676e4eafed376b,2025-01-02T23:06:36.462472,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""0ef857f2efe84a40b0bf6ccbe2defc46""}",True
interview-cd669a0a,logs/bb79f773.bin,7d7edca7-51be-4b67-bc08-8e23c21ba700,2856905,beca4ca8cdcc46969f95c6f6de10656d,2025-01-05T23:06:36.462516,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""191af726e7ad493f837eac53b1d4ec9f""}",False
recognize-378f513d,logs/c53071f1.bin,9659d4ab-8900-4be8-a130-65f5fffeb055,3900837,d822e6252fa14f849b07690c39b1c0f9,2025-04-18T23:06:36.462574,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""e05892f4a4bd4d6ea7418f583adaac0f""}",False
raise-ee95360e,docs/e901889e.bin,1bbd8fc3-d309-43ca-90ec-b0fc4492629e,286449,ebee1b80fbe24b80b918dbdabfef5086,2024-12-15T23:06:36.462615,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""31931513670444c99ca0c6d9731c8599""}",False
sort-9cc2e038,images/23adcab5.bin,761b8378-4cb1-4d8d-9e89-09bd54b21a41,1645018,35e0cf495b9a4cd4999a87296fc578fc,2025-01-23T23:06:36.462652,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""c9d7df19fad44212b7390574bf77ced7""}",False
debate-20edebc4,images/700affa8.bin,8c0c37b4-a6c6-47f3-b164-bc7403f486b3,1197381,8b9fde131c7b4a9f803d73dbbcd53ae0,2025-07-28T23:06:36.462690,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""61b48601c94c45d485d3dc77c5ca2bf2""}",True
option-bd26f32e,logs/f0226057.bin,979578fc-ca07-4a4a-b090-755789ce68ea,4033163,995bfbba142c46b0af5ccdc44f9ce212,2025-02-02T23:06:36.462754,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""b5bf31750b264db3b8ef94987d9a2248""}",True
likely-df495037,docs/4ca78a4c.bin,899af262-0b77-4d55-b545-25b7cb518140,4231814,590854f838bd49b6ba603aeff02d9662,2025-03-09T23:06:36.462797,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""c0834841d4d543ccb934e14b8a3dff13""}",True
read-a332034d,images/52a18729.bin,a68b82d7-f6fb-465a-9d12-e0422f36c9b9,4099963,aa4d08b3f0194096bc9237294bcb4084,2025-02-24T23:06:36.462837,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""ea6056d8026445a7b00b35edd61c7723""}",True
