bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
turn-871c0643,logs/3aed285e.bin,d49d5232-5e3a-47da-a586-8fe4b8b621c9,452701,3d93f37fdbcb48899c3220ccd877d3bf,2024-11-11T23:06:36.185579,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""966d6d13164e4ea7af1dd2e4ab289eeb""}",True
method-0df684da,logs/9c7f7f73.bin,3e45780b-d5a1-4c24-9cc7-624f02ec2ac9,2772708,9aaf274ba0b74c86a033a8c06fb9f2ff,2024-08-27T23:06:36.185690,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""c1e559e96b1a42c1a651ea3b76200699""}",False
customer-83c9c940,images/f5018a3a.bin,5eec0a46-a800-48a0-a3c7-e4ff3450428a,2755318,e1da02a4a4bc40b9b2d6060a350fa8e6,2024-11-15T23:06:36.185786,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""683953427c8549e0bb1a7242e4953b55""}",False
professor-b5b453ca,docs/6bd1b730.bin,382e4a9f-b4da-4ded-a4b4-855f659e7910,2562405,40fff669bb1d44b7886c67a43e1f5328,2025-03-18T23:06:36.186071,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""62044e8a56634fe9b06d395cd8e5de57""}",False
significant-31808808,docs/5811a6a8.bin,4bb525c5-942b-44b0-85ac-75b1c87858e6,560582,3255dd6bb78d4e2f9b91cc9f1bb8d64b,2025-07-22T23:06:36.186176,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""3e44e1c33c2045eb863a4330c1a4beae""}",False
detail-ec66e637,images/aa094375.bin,61338987-8b77-4143-b7e6-75c6e2a5f0ad,3179634,ce1c65f81e9749c592804a1f5c04aa4b,2024-11-13T23:06:36.186232,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""235cd99dab2748308165c499226498fd""}",True
always-9a4ffc0c,images/0c63acd1.bin,17f89d86-647f-4e34-9e2d-7a9b81de747c,185548,2f0841cbab0c41bea3130dc616e2150a,2025-05-02T23:06:36.186292,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""78847f5daa6941d5a677f7c0572724de""}",True
future-7faa6163,images/44f15b2b.bin,e023167c-4125-4f2e-9c3e-1002ebb12f96,655855,5b2db5944e01481fa790f2f66958a2bd,2025-06-26T23:06:36.186345,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""8bf9181818d84c968a0021d5de84a80a""}",False
little-d9cbdffa,docs/f382c460.bin,3ff00b92-3f52-4a12-913b-bc2a35ede56b,5203566,e5072baa4c624615b0c64ec08456fe8a,2025-02-08T23:06:36.186396,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""705826ff5ec141c0bdbbb8e24c349072""}",True
start-a33ff012,images/009c87a2.bin,08bf21a9-f1d7-484a-a3cd-77e5ee360472,1004636,5d9a7dc4c17d40b796ae27b1cbe4cfef,2024-11-19T23:06:36.186439,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""15d0b4e4ca2949a68931e2b3cb2979d8""}",True
tax-b8353da2,docs/cdd07f06.bin,59643d1d-6db9-4f12-9184-8da3bfbf9e98,2044061,6806f96367b94539a3558432046ef707,2025-07-30T23:06:36.186502,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""74b82fcda2ce4cb9b46825571adcff47""}",True
into-dd5b2900,docs/57e55a8f.bin,4b57cdb1-7b11-4500-ae28-1f770c58bdff,4028728,6266e1d22485497a80b4b58e390d2810,2025-01-05T23:06:36.186574,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""3d7673b2e21145d7b337b635cd09236f""}",False
station-2450b9cb,docs/f5e41a68.bin,123e350b-f827-4ab3-a5aa-d8ddc5689519,1543611,3824ba103e14499f8c130d466c6adb8f,2025-02-13T23:06:36.186617,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""5dead35e357648b4a85a513b7b3ccecc""}",True
why-01349d61,logs/7591f3c2.bin,d630a2dc-f695-44bb-9552-21721f232ac9,2564911,f53a634cc1ec4d23993de91f6d6d02ef,2025-06-25T23:06:36.186656,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""1e8d17e6f40b4e5b8082c4044806c494""}",True
ago-8ba42be2,images/39084e93.bin,0d72148b-667e-4676-a686-13d783d8edaa,386545,5bcd3817429c4cf8ad6a94980f32697f,2025-07-19T23:06:36.186697,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""8fa0ea466b9f4c8bbb2ab027fb25a87c""}",True
charge-0eabe8c1,docs/5798831b.bin,d44d1610-b949-4881-8752-8e1b314122ff,3050976,815f796f1b8d4e0982a3c3f13edf9464,2025-02-06T23:06:36.186735,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""cc28ef8ac7f640928bb3ffdb9db842a0""}",True
member-a7d43ec2,logs/5448c556.bin,97cb2c5f-fad6-47f3-af12-06a907da7433,4610124,38e28917dbe1414c8f185b308c63ff00,2025-08-09T23:06:36.186796,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""6a998f0f88884ea4840fa5a9185e69a7""}",False
government-e11630cc,logs/d47695c2.bin,d0129557-9495-401b-bb30-3bd17ff1e969,3641559,3478d058abd94ba5b82583bee30ab8a6,2025-07-04T23:06:36.186835,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""44d60d6a10a4433abe47cc42fc8e3583""}",False
what-bc9a7998,images/6a674fe3.bin,110b08b6-a0c1-4ab6-a82d-f191316ff457,5119526,a5c683640fb04dd1aee36ed03904c904,2025-06-10T23:06:36.186874,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""96e297b897c143888360270352e644ee""}",True
source-2ca6642e,logs/8007c72a.bin,4f12441c-7902-4e8b-b802-eb0c5b27c821,2812888,9c8ff18541354ead9b0648b72fe9c57a,2025-01-11T23:06:36.186917,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""95aab3e9951046e291687e44feb86b9e""}",True
fact-a5852fa5,images/f2b6ec86.bin,dbd9c366-6140-476a-a66c-0ca07c0fd375,4258229,b257d0cce47b4d298eafc91694806bb3,2025-03-31T23:06:36.186955,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""53602caa4c4745248a5f59467aef659f""}",False
whether-457b1f2c,logs/e093b2c0.bin,f5f56c45-4474-4c1b-a12a-e1a2535930c4,4408214,266761fcea714c7795d618d6d9ed173b,2025-05-03T23:06:36.186993,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""74f5f756c0c84006abf74d72c457de44""}",True
rule-97bb4b66,logs/f1d5b649.bin,7ae54958-0118-41c8-9106-ccf285a6badd,2344569,8b3660c34c814d4fb6551209d8a1e920,2024-09-29T23:06:36.187033,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""e1f8cc605f874797aa854616b6864452""}",True
nearly-926f1d98,docs/74147e2d.bin,54b27678-ce8f-4342-abc7-9abd7baa84bf,2702799,30ef1b1e9ced4374a85e002d6665e199,2025-05-31T23:06:36.187086,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""5b68497808664c9887af1a26f9392767""}",True
risk-d6e589f8,docs/97e7f4c3.bin,9194d82e-33bc-46c2-85e0-e77f27960235,4817096,d26480bc2e1b4bbfa7f1a9b80003fd0c,2025-05-31T23:06:36.187258,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""06eac74cd3ee45a4b45676bba4f149ad""}",False
property-8c78e716,images/e9af3213.bin,3319aa24-04ae-461d-b910-88d31931426b,849610,b8af9fee792d4220ab25ea76cef7674f,2025-07-28T23:06:36.187353,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""849dcf23a5444bd4b2ff6b31dce56503""}",True
thing-793a3bc2,logs/fe07650e.bin,ddc496a7-58ce-498d-a870-d978408ab89b,4786054,083401fa5ecc44869d7741717ada49a7,2024-08-24T23:06:36.187408,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""729572992efc493abfd9cff8e74ead30""}",True
paper-10dcd250,logs/8bff4b14.bin,bafde5ff-5106-42f4-945f-4160112d69ee,2857821,af7700723377415682ca02755a0c87b1,2024-11-06T23:06:36.187459,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""5d6782c3277c434c84ddbd3bcbd3b1ea""}",True
focus-87ba0561,docs/6c71fbb3.bin,edada2da-e0d4-4ae2-98cd-4dc39cd31af3,2937597,0b5eacc825c74a868df60f1a8b968010,2024-10-14T23:06:36.187500,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""d0feb9e62026466f8f95c9d1ef519134""}",False
upon-fbbae64c,docs/0556dc01.bin,68e0421e-4fc5-49a5-8abe-427854e4f531,1727940,0780e2e987c946cfaf01eee070c1615f,2024-10-25T23:06:36.187540,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""c7bd150ef81d4260b0c46804a6de8a7a""}",False
