bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
usually-1c82439b,docs/23501153.bin,b35c90dd-1361-4523-b5a2-23e0c1e2a2ba,1245773,95a1be590bc247258dbbbb5bd09e6a7e,2025-06-03T23:06:34.976192,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""3ce4087dacfc420f8636f86a2dfc4bd4""}",True
claim-01e328ab,images/3dc199e0.bin,fa8e4360-4ff7-4a1e-b802-ce2b7d5cd8bc,4719954,63fb28038d90426291832c214ac9d1f8,2024-08-26T23:06:34.976289,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""b1bb4470e52b4b1299dc037da206f874""}",False
success-46dd7684,images/e45b3e9a.bin,ee96cec0-21e6-4c1d-bfee-2cfaf8a34449,2972012,7217b79d0dd54a7fb2c336f76385a51e,2024-11-24T23:06:34.976352,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""199f29d9561544a2ae4244a8bdc51f70""}",True
discover-6e459845,docs/d1b11ef0.bin,a13b6405-08dc-4524-9ca9-9d37c9dba3ea,351727,5f62d5869b1b4b0184dd4f059e287bc5,2025-02-10T23:06:34.976423,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""d2f71c95ddb74b77a3609f8f0a950b44""}",True
now-c74d7c30,images/0c5099c6.bin,e8a49c9d-0b44-4ca7-8f2c-08e0ad8c1883,1296320,ea963db7c876494c8c4cc03edbff97b2,2024-11-30T23:06:34.976500,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""487857c4c1894caa9b2f44be40868ccc""}",False
capital-a4dc0133,logs/5964ce73.bin,a1eb4696-1625-4f2e-87b5-560f8051b6d6,1178184,6e33fbba6e254417af180a867adc64b7,2024-12-18T23:06:34.976555,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""89f0413f339946f093457eaf396565e8""}",True
somebody-33094d35,docs/d4eb5941.bin,7f7c1b54-7166-4990-89c8-c4debb8723a5,959646,53ce1564cda1473188dbf83b6dda3c4f,2025-01-06T23:06:34.976615,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""545288d4ea3f4b8db037913265ebbaaa""}",False
both-ce896f9e,logs/7e884890.bin,f29b80f0-6073-4723-ba0d-c8776c13eb52,4594394,98238ad91d6c4fa9afccb3c946a9b043,2025-02-14T23:06:34.976685,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""9f39e426234641898d6ab9ec5d459f04""}",False
blue-590fe9e2,images/e43d5e20.bin,86587129-d2f9-42cb-9cd1-8d4e9630253f,3917851,f615a704aa794d518b7731861d17990e,2024-09-30T23:06:34.976746,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""a7b6535fd7ce4575a5bca729f3fb8614""}",True
news-4a1507e2,images/f60e3cc6.bin,80c896f1-1c37-4f0d-828b-438e6d3c52ab,4620486,4c1a9c9629e64da48c6e937d1ad1b3a1,2025-02-21T23:06:34.976804,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""904d298a875842dfbd5bbdcafcab76c6""}",False
