bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
agency-661eba47,logs/75800acd.bin,0632714a-394f-409f-bff3-f73a61fad93d,589658,d05d0164f2e94230be74c67a190d17ad,2024-10-25T23:06:36.538800,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""00c312b89a0943a9ab92944d41a70df9""}",False
cell-30908995,images/796ea470.bin,5a64ace9-0dd5-4a65-b715-dfd714f58e1f,3128160,11f5d50ed64243d492269aee1824c5f2,2024-08-23T23:06:36.539000,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""fccbc71b2c0a44d5a332d0f5c168eb4f""}",True
whether-b76828d1,docs/25910529.bin,8df2ef60-8aab-47b0-91c6-de54b7f64d72,907581,7f5dd3b4eb894391bea43ec836cdd043,2025-04-15T23:06:36.539111,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""69a2d93862c9426c999ef19cb70b5153""}",False
billion-057ac961,images/dd3967cd.bin,8e6178bd-614a-49bf-be4c-75a1df0d46b2,4700429,be48f09f6d7d4ab88bd60b46599a724c,2025-02-06T23:06:36.539169,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""1f3e72c2915e4072a1e9d495a57c228c""}",True
nice-e8657186,images/e048d45a.bin,d516c07c-4cc7-408d-9585-ad7600879462,4883773,e300d66114ef492fb9e837a31d4e0eb1,2024-09-27T23:06:36.539210,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""090e38444e1a4ec1b50eb4771fe30398""}",True
part-85dc383b,docs/15b354d4.bin,0b928aab-c266-44aa-a5b5-92231a41673f,59771,b83e60b970e748b0b07f81d51a867ce6,2025-08-10T23:06:36.539251,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""37bdeda5f6e94970a6a9b120d5fabff3""}",False
yeah-77888a4f,docs/d2a773db.bin,d40e3509-1b2d-498f-8eb9-f59778b2779e,1289337,2af20db691ac4e53bd24672c10b20e36,2024-09-29T23:06:36.539310,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""a33388c187504ce9abf411daa71517b7""}",True
left-60c587a0,images/ccd90617.bin,ec796fcd-fe22-4fbb-8141-19d04b6b011c,4682040,d1f22690bbf84626864d407d01c5e69c,2025-01-15T23:06:36.539348,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""dce98db09bf64242b4e01e982d0986be""}",False
set-d40245da,logs/bb3dda97.bin,626c2c5e-062e-46ba-ae59-93210b2b073f,4188925,fa939f9b1f594009af6068e6fafa46e4,2024-10-31T23:06:36.539388,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""536c2aea85444186a3a14ccb6067f87f""}",False
job-ead15fd2,logs/4fa73401.bin,d4fb06f4-55b7-42e9-99f9-3ec6fdeee27f,2327569,69e12e5c1284492e9ff760d1965f899e,2025-05-04T23:06:36.539427,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""747e567e02854482bce6210c25005da8""}",False
whole-08d68efc,logs/1336fde1.bin,8b282789-ef5b-439a-8d74-e8389aff4026,4121763,7912bb407c1043578bed08d5afe9a102,2024-12-07T23:06:36.539494,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""80d50f54795448cca31807d11b2b9d7d""}",True
large-30dbaffe,images/1ac8468f.bin,e658ee30-591b-4ec1-bf72-cb89fc7b7172,4950276,f1a62ff885a4424bbab69d452166d541,2025-02-15T23:06:36.539576,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""4ebc49cd1e71482793cd46d4bfc07f5c""}",False
form-d9f686ca,images/f5ebd23a.bin,9fc2c9e7-00d4-486d-a704-0ea7a9f9ecdb,4179004,39238beaf9e54a36b36280e0245adff1,2025-07-23T23:06:36.539698,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""9310e5c3ecf74325aee048a0f0264866""}",True
who-2788959e,docs/3373f3f7.bin,f18790a7-9f5f-4a63-bfc4-e4f11485f698,416250,5e8fd945c932416bad94a6ebeddac6cf,2024-12-01T23:06:36.539755,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""1c82a6b5ca6a4c18aa20ccb3cfde7540""}",False
school-1dde7969,docs/9ffde821.bin,90c69845-4f52-4999-97d1-e4309b028eb0,4929426,9aea9157c087451cb61992143633dcd3,2024-11-27T23:06:36.539830,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""48c65c24721f4bbf8c7206dd88256400""}",True
staff-6fa76347,images/cfd6525e.bin,63e38abd-acda-4b57-b529-cc5577c68ac3,3406790,8000b0669f0d4d7791b6e24bc578cec2,2024-09-15T23:06:36.539873,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""52e3c7bd392d454389bc84519fe1d3a0""}",True
note-15bbe735,logs/d7305a8f.bin,e0dcb581-6e95-471e-a98d-64f67a7c7800,2843390,071f575e71f649329267abe5bc73b013,2025-02-04T23:06:36.539915,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""02832feee4234b7f98e6023fd9005951""}",False
another-436e3c49,logs/1e1b36e9.bin,dad243cf-66b3-4bb1-8984-7a09dca5baf4,4978732,ed8ba57f4d8b4a92b08e511e46371a10,2025-03-17T23:06:36.539958,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""d8ed6d4c06584264b76de47d07d95a68""}",False
save-576eac82,images/a617c852.bin,f80b6938-5826-44b7-b2ae-0666504306ca,4019526,987c7725fa57476a97a8e7237c969778,2025-06-25T23:06:36.540007,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""7a10b4e403c748059be473cfd99cd3f3""}",False
hold-849ba30a,logs/523206d9.bin,c00407ee-c8a7-4909-b8be-cf5f10e2c161,4486429,ccb05c84c7fe4d03ae2dc06e5c27ee32,2025-05-26T23:06:36.540138,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""9adfe04ed6484c9ebda89ff169b09759""}",True
case-b5591926,logs/a8d9bb1b.bin,97c66a81-8130-488d-aceb-1ddf0460ce2c,4804662,51c1e6f6bc8a4bf9bb85b629bd8fa8fc,2024-10-03T23:06:36.540266,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""870317b73bc04c7fa5a1018bfd2e9922""}",True
off-0766bb90,docs/65f77748.bin,2ee30d5b-9ba4-48b9-a32b-ea3a8f1445ee,5174602,9c5ad7890d1b47faa41a505461015409,2025-07-13T23:06:36.540362,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""df54b822182e4451988151315f4588c1""}",False
moment-07e10698,docs/f53191c2.bin,3674e205-6d75-4b7d-ba1c-706edb6b3960,4983550,9a152479bfef445d8410f346e9c0590d,2025-02-01T23:06:36.540462,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""3e3eb10682964a21a809075808d47867""}",True
through-f023906b,logs/59766a06.bin,dd97625d-ac55-4e15-b63d-f6f1093e7dd5,1426796,2288124fd867408182cfd2b2ae9868e2,2025-04-19T23:06:36.540540,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""06c55c593af442c6aa84d9d338436dcb""}",False
unit-fede964a,logs/214e93a2.bin,0eab5716-2412-49a9-b8be-15fdf9eea3fb,992815,8a05a645295943d48358990557cb03fd,2025-07-13T23:06:36.540615,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""0ee986fb2a164edfbe9d5538df4a79c1""}",False
perhaps-b4b8407f,docs/8d531cd5.bin,1cea8cad-4431-42c9-8c77-2ef6c32d3404,3268884,182b90656c1649cd85aa898f942a75ff,2025-01-23T23:06:36.540820,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""10e3d80aacfb4c478805ac56575a6501""}",True
loss-71c03b91,images/2431ce29.bin,ed0a5445-78bd-4d17-a2c9-897ba7ebecf3,5066821,1028a261c2e64f70930fa1f1ce8317e0,2024-11-22T23:06:36.540908,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""175480da5c9a459aaef9f9f1e196d301""}",False
back-e208b7ab,logs/1ae26eed.bin,d6f57135-9057-492e-a388-11aeb29e4c61,342022,c96ae1b1b36c4007a7ddff8c5b5f85ce,2024-12-16T23:06:36.540973,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""f04c7ec5ad5343869db565f3e3ad7928""}",False
front-4dfd0993,docs/3cbdb82b.bin,777d7f5b-878d-4dbf-99e9-b33aa351e74b,521799,6e76b6c08fa848a1b532a3a504e3d058,2025-07-13T23:06:36.541040,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""c69325c7c12746109488147f32d9ec04""}",True
reveal-c6a7ee39,logs/abccccaa.bin,d339203a-da41-47db-adcb-ef25f7d3ca8d,4656593,eb63bf412f724e02abb0fbfd399659e1,2024-08-20T23:06:36.541118,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""1d31f2b4eb0b4b2bb557d67cf0c05440""}",False
indeed-448b0287,logs/e70b63b4.bin,15840070-5de3-4fd0-bc97-fd5cae9d4bf8,2893013,785a5d0ea62542fe902dc52c4a06d9fa,2025-02-10T23:06:36.541321,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""dcd1d07be38942e881e28a954a00b3ef""}",False
customer-3b9d7035,images/c9cd6f59.bin,554e018c-ed37-48fb-bc5b-abef08f2af4c,4288810,18fc164e6f6f453fa94b99f3435fa5fc,2025-07-08T23:06:36.541441,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""b6a6b3bd102f420ba16ee3c808053fdf""}",True
industry-b1891763,images/ec02f5e8.bin,249fd5af-b1b0-4ee9-9838-096b588d457e,555211,f3fbec679ba3478aa705410dc1df1323,2025-04-19T23:06:36.541505,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""3a57cfb4720d411899bb23cfe4ecabb4""}",False
shake-822c48fd,images/ecd008b5.bin,b3561f1b-157e-4b29-8e6d-4fcd1b737dc1,311704,6f232035e4504933825bb6d5257b8e2c,2024-12-21T23:06:36.541565,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""0ca68328b0b44dbdb03d0abc5f417be9""}",True
left-2a9527f6,images/fe48ab2e.bin,a04487b3-a5c4-46bd-9cd0-bac202dbec2b,4990465,646e72b22fda4cf3b58d710b02d0bf96,2025-01-14T23:06:36.541618,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""8f0fb5c279ca408885453a4e2ee0130e""}",False
suddenly-bf764481,images/3e0d0a8c.bin,5ad20395-1113-470b-8896-fd1a51ef3c1f,1032812,3353bd2164bc4867833c91fe11e81f29,2025-04-12T23:06:36.541657,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""673357e12cb74fcd9083db4d1fb8abd7""}",False
in-d266a80a,docs/f85861ab.bin,52bb1835-b2c9-4aed-970e-c5aa81276b8a,3078219,4d6593ae425c4dce879e0cf4ce7c594d,2024-09-28T23:06:36.541696,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""6dd1b453ac0b44fb87494d07219d0a91""}",True
operation-56bb223b,docs/aa5ff39e.bin,cecfcdb9-b991-42db-a96d-9603cf3f7de6,3811906,f16e12e3a2e349d19ef92bc094f41684,2025-04-24T23:06:36.541741,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""2c690034a1ec4bdaa8005850b524d3a4""}",False
yet-2c449f5f,images/23a3bba7.bin,0d4963f8-8a30-4b02-9313-c781adad2ecd,2951675,8a235e86fdb34fcc9c92bf106069df4d,2025-02-13T23:06:36.541938,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""5a3205a1e02a48a0be045ec269f9e669""}",False
it-063ac04c,logs/31076f64.bin,45a64dc0-006b-423c-8a5a-582a8ca94ab4,543958,ebfe38fcd1fb4f9581c23d8fd5754d70,2024-08-14T23:06:36.542061,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""1d192fd71e924d289210952c81170ce3""}",True
them-93bad0cb,images/26914620.bin,b28b94b2-7d82-49b2-9588-d4281a640d54,4993515,56a4be2408bf4bb28a2b9b22cf9fcdd2,2025-05-06T23:06:36.542131,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""b5eeda18cf784268923d3282b6f94df7""}",True
blue-377f9fd2,images/5d599270.bin,8d8e9003-4f29-4ee6-b22c-08e76cc91a52,967435,bda597732f7045209e4f2558a7254b33,2024-10-04T23:06:36.542220,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""f91c2650680d4f5aa10228c13a3e428c""}",True
half-b97b475f,logs/881f6f3f.bin,5a5be59e-0741-4e5a-8b02-86272c42983e,289168,76bce2b4e47b4568893e1d34d7977ec9,2024-09-14T23:06:36.542294,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""bf4a2a699bf14f3ebe4fefea5bc73c2c""}",False
you-da4b4f60,docs/30c32c61.bin,e4a044fe-c41e-4022-976e-25e3938a53c2,4780983,98c929561ab740a28bcedb1877191422,2024-08-23T23:06:36.542366,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""88ac92ad2dd746d0b27c8b39860bc789""}",False
series-f7777b07,docs/820570af.bin,bb08058d-f053-4af3-95e3-fb8600b1d992,5049121,18ddb36a917545d09401ba05d97a400a,2025-08-03T23:06:36.542407,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""38abf72b86cb49a7858948c158c20254""}",True
low-f42c19a4,logs/4b549d64.bin,0015e936-1c37-440f-b990-a3ee0fba9f89,4400255,acd9687c42284a7c99d5681aec17c7e2,2024-11-27T23:06:36.542452,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""7fcf3ae78b33452eb616c6a87eea75e2""}",True
