bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
on-8b8ce7c6,docs/47ac1ae2.bin,93abc6de-7f5b-4088-9464-44c43ce892a4,2813652,c78813ebd37f4b4c9579d780140657a8,2024-10-11T23:06:35.800225,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""5d4fa2700b164d3e82f6de02d04b5619""}",False
special-cd211104,docs/2c0ef41f.bin,50cccce3-64b1-4051-97b4-ace23116ba9c,890582,1c9c886f60df4dfe8970253f1095b5de,2025-07-19T23:06:35.800327,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""981e424da9054faf8bf99b48643306fc""}",True
pull-de2cd8d7,logs/84a9ebc6.bin,95378b02-c118-4e1d-a70c-c82512cc7864,2237438,50616379b6134e1c986dc62d23f26319,2025-07-10T23:06:35.800393,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""2de8f6570e4042fa8424ceebfe99206a""}",True
learn-587927ea,logs/8da7448a.bin,6155994e-ad16-42eb-a9aa-b15ab92249bb,2282529,bfa19495a29e482f9640db91b98613b9,2025-02-15T23:06:35.800466,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""126264d90c8549b0bc125b525dd5e311""}",False
kind-1224bffe,docs/e0bf6651.bin,94ba5a31-eda3-4b0e-8b9a-f4fc0c03db6f,3736300,ea5aa468f6a8491897951fe2c1e519d7,2024-12-25T23:06:35.800540,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""6bb534b4c4b74c30a6a3f000640e5124""}",False
trouble-857f7372,docs/94e6ca4e.bin,61654cd0-1209-473e-a9c9-a1b7cf6290ff,4559036,833b04d59e8b495dabc607df61bc788e,2024-09-07T23:06:35.800599,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""83fdb6bc5eb248e6a4277383e25cae44""}",True
never-9651f936,images/ea9dbd00.bin,cdf754ea-a9bd-4e86-9ee2-8398b7d6722c,3129638,8f93bdbfbbd9451bbb5f235ef2ded993,2025-04-05T23:06:35.800659,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""9cb325ddb2b945f7822aaae84077f325""}",False
audience-cd5d5b96,logs/cee18293.bin,db479cdf-705f-46d3-b361-6cf902dfea2e,3062756,ea13c0a4547449f992e1bdead115cdee,2025-06-05T23:06:35.800701,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""47fa04a3ef9a411ca4e733a76522f8e5""}",True
human-3089768a,images/75e4a949.bin,82a9cd4a-c9af-4412-bf5f-2705d3b172a3,1284039,4f91b3531e274dca97bebe1f3b90b057,2025-04-04T23:06:35.800753,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""485ab7694bdd43a89390204ac933b473""}",False
information-6dd7e0b8,images/39616a28.bin,6b7f5e8d-2a80-404d-be6b-9fd93776d990,864908,28e8243fd6904901b9ae87c7d08f0b27,2024-08-29T23:06:35.800793,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""f53988ed1b614ee5bef00acff24ea53e""}",True
