bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
difficult-eba6f843,docs/218abad8.bin,9b02e688-495a-4682-a59e-adce7c8da9e4,1344161,931bbdd91cac4a79a48c7e3ddc0f4717,2024-08-25T23:06:35.051815,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""5687ec20238148b5a696668ca81c7155""}",False
writer-3cc60e91,logs/3f36227e.bin,c179797e-9b71-42f2-a0dd-47f976e7c240,872152,6d8344d18ae843da979e9a09b6cdadcb,2024-12-23T23:06:35.051956,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""3062a8441cdb438392378c67a204d288""}",False
conference-47fc0b3a,logs/729b6b56.bin,95f101a4-a37a-4fbb-babc-679756f4280d,1262620,75962310407847c0b6ae781e921abc07,2024-11-20T23:06:35.052067,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""ffba51bc8ec2463f94ee16bfba720264""}",False
measure-2285b2ef,docs/fc6cb8f3.bin,2ccba5b8-0adb-4a04-adf2-9b5db080efd9,3017028,8084f6c9fdfb43a3ad09868703723e30,2025-06-10T23:06:35.052159,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""b4b84b91d02047e6ae9d2aef4c05090f""}",True
evening-84cfee39,logs/33cd0a6d.bin,7d402cdb-09c6-4bc1-9472-1ad3234fe805,4939207,c7fc792779094f78999dc48437addc8a,2024-10-05T23:06:35.052244,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""4b3eea1e521247818723bec9368915ad""}",True
result-8a0f9508,images/fdbdc1d8.bin,3ea9c4cc-c86d-4247-bdcf-fc650b742fb1,3986523,7fbafbef4d564584b815d6dae113209a,2025-05-29T23:06:35.052336,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""98143e5630ff4048a452b8908c699172""}",True
however-0cf5465e,docs/a74c3fe7.bin,fc5d04d1-9b12-4dcc-bcab-7588fe5ff420,4179433,d23842040ab046ffb68e05211cab13a5,2025-03-17T23:06:35.052473,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""652e758cfea844a3847643ba7e240484""}",False
perhaps-0b515ab3,images/b113f1eb.bin,bd0d03bd-d24c-4f21-95d9-6f4df5a7629d,3467142,b5b67148991c419190894e62521450e6,2025-02-19T23:06:35.052563,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""fa675d2f9ba64847a1b5fb5094e8162b""}",False
base-1584d875,images/521b5ee9.bin,6f0d4e6c-3b5e-4091-a8ce-2e3043afeae9,3192470,a592ef3dbae14e12885368984bf43ae5,2025-06-14T23:06:35.052641,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""a6368d006f734279bcf14506edc96f91""}",True
suddenly-e0f24d24,images/9d854a87.bin,113766f9-f313-46cf-8dfa-1bcb330c082c,4854835,31d403d4313e48d1bb2e806e9647e6d0,2025-04-19T23:06:35.052724,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""c1dd717dc4fd447d921abd0423409a31""}",True
also-ec49f3e4,docs/f315f2ba.bin,bedc8fd0-7987-459b-9c0c-4561527cebab,3976530,e96d233dc7cd477fb863f4e7afa89e21,2024-11-08T23:06:35.052812,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""4f6e4f31cd7d42e58f45a88116c00ea6""}",False
over-e384052d,logs/121e080e.bin,92bcdbd5-9455-4fb0-91bf-8be0bbe0e90d,3658957,a4394ddf154543ec809cfccaed879f5f,2025-02-26T23:06:35.052891,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""a860e3acf7bb41a29084512f55e15be8""}",False
professional-2911f12a,docs/ec017157.bin,2ac4b8c4-b256-4eb2-8a96-3fae34d81909,4466039,6cf7fcd44ab143da937f3a96261cb23d,2024-09-25T23:06:35.052967,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""37334d07bbfb4e26bfd32cbc2dd2e1a8""}",False
according-0811e021,images/ecdfc079.bin,e9a7466b-23ef-443a-bdd1-4e0496b7c69d,3713759,e8fcf0c6971f44daaa8c9d222fbbea5f,2024-11-23T23:06:35.053060,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""5f42cc594ad847b5bc14eb7a2805073d""}",False
PM-e3b22d91,images/516d7826.bin,60d833b1-557e-442b-9815-71265ff71d2e,1100413,df531013b82a4a04a7e1fd66014ce12c,2025-07-19T23:06:35.053138,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""ed313ebeaf7941e39f36ff8a328d9aa7""}",False
affect-e08b7837,logs/19d00d26.bin,23eea3ac-30a5-4afd-8923-87479161a27e,601637,d2fc8dcedf24424b9cad86afa0e767eb,2024-11-25T23:06:35.053228,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""cb9a5619ccc149b2b0162ab0de279197""}",True
score-61a538aa,logs/1ec6bb55.bin,6f18cc25-e8f1-44fe-9f1c-d2461728c24d,3866515,6543f010f8604c19831b075e974e6f4e,2025-06-20T23:06:35.053618,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""da5218256fc4442e8dd429abf894cf52""}",False
long-6e18e9b9,images/9fd93fd6.bin,957e6dd5-1627-4f8e-b6db-6e68fb1d653a,3160803,71480ef75dc4447c89ebb1aed982ca9e,2025-06-19T23:06:35.053739,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""35ba12a32b7f4e989bb30839af9d10ee""}",False
media-8dbcff42,logs/bc36b6bf.bin,41fe462f-5e09-4094-8a0d-2ce63fc9657b,4090533,7dafa625a7584d9f998725aafb576de2,2024-10-23T23:06:35.053822,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""210f1a4a45cd44879a53d63da1962215""}",True
none-5e43d698,logs/ad034407.bin,7af57005-92e4-44c9-ab89-0baffd56ce0f,1928254,107565f3ffa64f87a5e7bd05432c32db,2025-07-08T23:06:35.053973,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""77f26c7c52764eae8b4bcc1d49c7fa70""}",True
bring-272ae12c,docs/2e21f582.bin,eea91f4f-33a5-42df-86c6-88d46e60b425,2855123,40b2010f99de40bfb0a09c71da8b7049,2024-10-17T23:06:35.054077,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""1ae6198a4e2246ee8114eb8af60b4be8""}",False
need-3719117b,images/53353e47.bin,fe54e97f-f518-4f2f-8853-161fc0d9cd44,4844748,ff65419566a14dd7b4d8b03e21714595,2025-02-02T23:06:35.054146,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""cc207827b38e461a828918e1c84245c3""}",True
affect-98b13176,docs/da7a5018.bin,55bf63bb-8887-477e-b5bf-b7b6b6769ebf,102002,16001c8ae4544424a8ea793e500fecd0,2025-07-20T23:06:35.054213,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""24c66c40922f42deb4036620f11daab2""}",True
