bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
participant-d8911a81,images/8abfc05f.bin,95d1d9c9-d8ac-47ff-b477-8764fe96875c,4272322,21f5c8530c354b1e9bbbb10af99eed68,2024-09-12T23:06:35.697609,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""4cfb56c7dfe04a94a582baa90369debf""}",False
church-8fa30493,logs/9f1b9d39.bin,b07e28e4-5d47-4702-b512-73756777fb25,1442121,d477cf598b7849c9b7157d19c7eb1fbe,2024-10-06T23:06:35.697721,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""7adf6db444fc497b8665733c5d647059""}",True
world-6cf17803,images/95268e33.bin,ae83a947-0c72-472b-afce-0316768ef0d0,5229123,45c30eee5b7442508dddab728afe02df,2024-10-18T23:06:35.697816,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""774f155b89d34a4998d6d4159d9b7068""}",False
tell-53b3100f,docs/3efe3a2e.bin,aea62020-4e50-4406-bdbb-2bd729f8ee6e,475664,376f3583b3114cb3bc20bd92c0b46c01,2025-05-28T23:06:35.697897,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""b1d5cc3f631e4a458081f8bc9c696285""}",False
fund-767c87c4,docs/03bfba94.bin,d50f0672-4437-4b92-84e2-0fc19eaafdeb,441174,89b66a67129a4dd9b19291c927711f4f,2025-06-08T23:06:35.697972,GLACIER,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""da8016e754c44d6ca7ad013d9e56f1f0""}",True
position-3b54015f,images/ecef7191.bin,036b7d0b-9a42-43cb-b699-7bcc9684b540,2181435,e3ef34e5c2a842dab845155d1dbbba00,2024-08-29T23:06:35.698132,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""e2ac2788ef294364ad79b6c675781301""}",True
imagine-338eb445,images/5cbbd972.bin,bf0b0db2-0441-451e-8adf-1719ec19cae7,4942641,1f79ab4d0878491d8ddedf256e207155,2024-08-12T23:06:35.698241,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""8e66585dd5344adda4987e0ca4aed89a""}",False
thus-60b8061b,docs/90f65d55.bin,e5961c38-8f10-4b60-a590-1a2ae717c704,3001208,e91a5fc3be9a4e04b2717e5c62a9e666,2025-07-22T23:06:35.698306,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""68ba451be1eb4bb289786a2fec948f20""}",True
memory-0d61f23d,images/ea46e49e.bin,605d3c1b-4b9b-4f99-af21-d0cac51bebdc,1565948,7686f8ed5c634b1dac0ce725cbc59cea,2025-01-04T23:06:35.698364,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""c0e363220f5645b28084e04507f8a477""}",True
third-e97278f0,docs/1d32af12.bin,a5c0ce8e-2fea-4f0b-be77-7417c543d091,2473403,030de0cd33864077bb912394fa513438,2025-03-23T23:06:35.698417,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""251b9fe577f548a1816109119287e37e""}",False
daughter-c22dcc15,images/7a7d5d06.bin,65f711a8-34b4-4b1a-975f-ce8a04709b32,2765694,98a9c375ec3147fb82fb83330330a26c,2024-11-19T23:06:35.698462,INFREQUENT_ACCESS,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""3e80b226afb64291ad9c75043101e52b""}",False
individual-eaf2222f,logs/48246ee5.bin,ee1c8fd0-6ea3-4659-a624-b3a93935a07b,2807037,e814b20c20c7468894ab667f4b1b52fc,2024-10-22T23:06:35.698520,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""488130e5a3d34a699624684cd767bdd6""}",True
allow-2177f4cd,docs/4d417d67.bin,8cdd401e-b2af-41f9-b712-abbf9e4dd5bd,3576677,f4d605820d6b428092c20469e292705f,2025-01-08T23:06:35.698615,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""7520678a234a45c695988fd62e6414a2""}",False
interest-e7782c92,logs/665787a1.bin,307fb3c2-5652-4f17-8d33-3d3422c7627e,2973845,2bf8febb879844748b555d2cc52ee088,2025-07-05T23:06:35.698683,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""2de1be945ba2491699448742ca305e17""}",False
position-9c0dfe04,docs/e9e76ed9.bin,d2a20e11-5fb7-477a-ba7f-2cd11fe519e3,4041592,874c9898889a4b0b8b44acb682d5ead3,2025-02-20T23:06:35.698722,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""e3eba019e9fe431a88ff4154e75801d8""}",False
behavior-a014ed81,images/a8144a89.bin,7a24165f-1eb6-42ff-a8de-1f5486a053c5,239141,cca9dda6924e4a01b1aae8dc5eaea2ef,2025-03-17T23:06:35.698760,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""fd6d37f995b14702bbf20584a26a2129""}",True
yet-e0dea9ee,images/68c10c19.bin,8bd518a3-0178-4ba8-9252-0d1281ed9015,1796375,2450640164cf4cca9189956eed514bd9,2025-01-31T23:06:35.698813,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""7ce09d41bb384d6b88ee153c0fa13a0f""}",True
half-42e45b03,logs/e534a63a.bin,3031a740-1299-419c-8052-99193e100c8f,1467015,0700345f0a304d5db2b4013cc7b0b475,2025-08-07T23:06:35.698893,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""sync"", ""checksum"": ""0c35e31894f74dc2b1c714733cf64abb""}",False
exactly-76d77c71,logs/bbe8b974.bin,fc61cb25-04c2-4ef4-89e8-7325fa159776,1960182,2548d9c3f83b49ddbf5c2d681cfdec01,2025-05-19T23:06:35.698958,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""d776bd70728f40498a05a4f504e21acd""}",True
think-529e0539,logs/3f4de13a.bin,9c564e4c-5ba9-4126-bfe6-6e583e06dba6,1097018,3accebe32ebc4ad49d5b816cc3b3895e,2025-05-27T23:06:35.699037,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""2a35ebc57e72437eb7065dd716b8e0b2""}",False
