bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
add-e8946b24,docs/c4fbc01c.bin,3bc95b6d-723b-4841-b6ff-7a98d54e2fcc,3123225,3c1f9fe642e444ffbafb542ef8615359,2025-07-25T23:06:35.916267,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""e2c55f3a03ff488e97d6874119a409aa""}",True
these-9a9ea7c7,logs/794865b6.bin,95ae394b-829f-4270-8b1a-6f080e4eb3a3,4137401,6c628719ab144bdab9e4776fd36f4778,2024-09-18T23:06:35.916355,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""645a9aa2392c4dcaa0b2ec3e791c2e28""}",True
all-7f440d90,logs/79fa0b9d.bin,a534ad20-347f-49cc-8530-0a49a2168bc5,2250799,09df527d84f542dbba8c3810e7f2ec65,2024-10-15T23:06:35.916439,INFREQUENT_ACCESS,"{""content-type"": ""text/plain"", ""origin"": ""migration"", ""checksum"": ""d07adf73e7df4a98b2e0c189e1f6c38b""}",True
pick-0619b1b6,images/f110f522.bin,28602013-b695-4268-bdb1-04a0c34550a3,45926,a7dbdec6657d400898a5ed50e7064c17,2025-02-11T23:06:35.916526,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""d0124da53a0142dba9c7d5d4806bc8d9""}",False
itself-91cf9852,logs/c255c9ba.bin,80b2c7f4-b87f-4716-a51c-184d6ccbc26f,4702769,a1cf9879732f4fe3b3b369543dccc9ef,2025-02-13T23:06:35.916568,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""bf9f266dc2ce47d1ad1c3dfb40020917""}",True
for-f42cb7ae,docs/4a2bc941.bin,ca301644-95f2-4a92-9695-a01a86575fbb,955362,3c466d35c69b43348f7266b5c23bb8ef,2025-06-20T23:06:35.916609,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""dfee1ce15ed84389853f429c352a6e4f""}",False
son-67b5d18f,docs/89ab4df7.bin,deaff845-78d2-48d8-abd1-fe22611f4744,1771485,67d8e9fb2f514d22892908ef46fc26b6,2024-09-29T23:06:35.916651,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""47d8c7c72b144d3590ad38363ca84e60""}",False
religious-8fa6fb3b,images/a8a47575.bin,7fd7b67b-7857-42a9-b126-cb22a244ed26,3154836,73971c8f4a5143708a0569a9157e9d3c,2025-02-05T23:06:35.916692,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""092357c02d544809b3c590a5bf222f25""}",True
develop-0b8d8491,images/5f58a9ae.bin,b21fc28b-1df6-4648-a658-acd6e3c51e8f,265776,6f8ec596867c4309bd510cb42624e7b9,2024-11-02T23:06:35.916754,GLACIER,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""163b6189d1534f049fa699f1b9a2c846""}",True
its-af29b6c8,images/c754f88d.bin,863dea7b-74bd-44a6-8f96-77d912e8bb33,3046482,945608dd21414a56a69f33cb8df557f7,2025-03-04T23:06:35.916795,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""0921f8c8974046a48f2c76030a2126f4""}",False
