bucket_name,object_key,version_id,size,etag,last_modified,storage_class,metadata,is_latest
beat-c9446f5d,images/a694700b.bin,2597a354-0faa-474d-848d-2f133eb90642,176569,deaf987d427342348c1b8b79e406ced9,2024-10-14T23:06:34.901931,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""605e8703cc644b4c9192648e126998b4""}",False
remain-115c8ec0,docs/5b00c161.bin,78ea3a75-b90d-4a94-9f9b-e5661aa3a5e5,2496528,b112565c76834a959712d15122ab52b6,2025-03-31T23:06:34.902094,INFREQUENT_ACCESS,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""31b8bb2bfb2f4a32a43fc290a393cf28""}",False
industry-250f46e3,logs/15a3ffee.bin,81b3369c-208d-43aa-a7f6-00d453825505,577462,1f41664ac77b421c971858b7a0d81ad2,2025-07-29T23:06:34.902340,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""sync"", ""checksum"": ""8321e01550bf4fda9f8607c781e52c93""}",False
conference-6ac2443e,docs/3ebfa40d.bin,c5b5ab68-9a3c-4d56-bd24-ea788bc469d3,4939030,26de8901d08249e7b3f55c5b426ccbd2,2025-06-25T23:06:34.902458,DEEP_ARCHIVE,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""8c1e370c08124c068a5ece9bd8a0683c""}",True
bar-cb6f9f68,docs/53d030d9.bin,05096a47-28dc-4d51-9c3a-6e668c2a577f,2133050,7894f90fb55443bcaf2541588d9186dc,2024-12-08T23:06:34.902535,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""44ab4d693368480eb03fb388c9337d73""}",True
thousand-157d1222,docs/ee30e7f4.bin,e774021c-9ad2-4424-99f9-2cbded24a9bf,272351,cef9ba32838b4152bcb592877cd791d9,2024-11-19T23:06:34.902602,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""4c8c5a05465a42f9ab466d2c9f80c7a3""}",False
song-120d7d8a,images/7c59882f.bin,ab8740f2-44c7-41e3-88e5-9ab284a15dea,1052962,f188a7a7a12f4c978bd568bb36355691,2025-07-03T23:06:34.902662,DEEP_ARCHIVE,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""6f7160dd898c4ad995b396d5738f0f27""}",False
true-217ae860,logs/eb10d802.bin,b6de7580-0713-4223-b0e3-aa6185b426c8,2797496,d3d4f3dfda72423fbb5d87b2301a5dc9,2025-07-10T23:06:34.902740,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""migration"", ""checksum"": ""269f1d63ab574207b5a2e37ac16aa196""}",False
exist-2c89b578,images/9155d2e5.bin,dbed76bd-47ef-4589-9e74-ed15b025f6ec,4305309,dc5bad5dc0ad4b8a92d5d40651aa4e21,2025-02-02T23:06:34.902809,STANDARD,"{""content-type"": ""text/plain"", ""origin"": ""upload"", ""checksum"": ""96d1efd7b456499ca89412f37ffa101c""}",False
nor-1a2e9864,docs/9d2d234e.bin,bb34eadb-f299-46ef-aaf2-fee6d15c6aa2,1007533,756099ea3dcf42fb8509d1f430692a42,2025-07-04T23:06:34.902984,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""cb6ea2089cc94fae9676034cddbd943d""}",True
accept-552577e5,logs/4e1b3527.bin,475a4319-e2e6-4334-afbe-c3f663689a9e,367597,0a49061d4bb14ee589529a84c9403f06,2025-07-24T23:06:34.903092,STANDARD,"{""content-type"": ""application/json"", ""origin"": ""upload"", ""checksum"": ""15fad16a3a644424b567a097725813fd""}",True
realize-22e81903,logs/fb379da1.bin,a964afc9-3edc-48f0-ab11-67c3f3931e64,1619898,86b429511c214295b1d03ca4818a0476,2025-07-31T23:06:34.903164,GLACIER,"{""content-type"": ""image/png"", ""origin"": ""upload"", ""checksum"": ""3e9e6a3906d941e8b7ba0cf4c73bbf27""}",False
short-851b391b,docs/6bcdf72e.bin,fd058c66-f7ee-4dad-a3a2-a0a6fb1484f8,2872214,1a74a0b19b914b608b49430116f952bf,2025-01-10T23:06:34.903235,DEEP_ARCHIVE,"{""content-type"": ""image/png"", ""origin"": ""migration"", ""checksum"": ""28a1e360117e4f28831100047a3c3d52""}",False
without-e515b0c5,docs/9f009b5d.bin,07591c35-6d13-4d8d-89d6-d7c8ae5a3c1c,4985202,fef378c8b80f420780759b10654c5cf5,2024-09-25T23:06:34.903286,STANDARD,"{""content-type"": ""image/png"", ""origin"": ""sync"", ""checksum"": ""541383394afc4fa58385cb0264672b48""}",True
